Frequency (Hz),Trace 1 (V),Phase (deg),Trace 2 (V),Phase (deg)
0,0.004757348836359069,180,0.008090014970329816,0
10.98742686768677,0.004589614737079881,179.5527880557341,0.007767718845042492,0.2962364854180201
21.97485373537354,0.003108132411291671,0.01191056654973183,0.005194110564100478,0.2829378115328799
32.96228060306031,0.001044928141417771,179.0913032652655,0.00161597026544994,1.320720927767767
43.94970747074707,0.0002207550604988089,166.3475771808436,0.0001544959773675185,17.2118159751175
54.93713433843384,0.000135024992694486,160.5787911814631,1.967656991037555e-05,7.98140294771083
65.92456120612061,0.0001276282957639536,152.924779114607,5.798469694890819e-05,153.79997904029
76.91198807380738,0.0001133634879538462,122.1626669634259,7.222139313137011e-05,154.0487645512884
87.89941494149414,0.0001140136524423377,85.91665944803128,5.020280394053727e-05,147.2159613404661
98.88684180918091,0.0001014685146318794,80.16615956159077,2.454745971817192e-05,11.44033657548229
109.8742686768677,9.115023383473302e-05,94.56067373876974,4.576174870406399e-05,64.86394593701864
120.8616955445545,8.206373577953977e-05,108.1902838903224,5.465160035395064e-05,92.558997368373
131.8491224122412,4.938342622622621e-05,134.4795208666688,4.41730842309903e-05,130.1656141862026
142.836549279928,2.463592558493501e-05,151.6552784106984,3.981248715919425e-05,38.31096292081056
153.8239761476148,3.536060947039001e-05,33.01716209557531,9.413469909378987e-05,62.6182731595735
164.8114030153015,9.60940137789453e-05,7.586568215031708,0.0001194850400602591,49.45803044520128
175.7988298829883,0.0001282629119706526,176.4056012917378,0.000129556067015987,38.53475781334007
186.7862567506751,0.0001210826974663288,169.8178747609275,0.0001321355413036939,44.73068400273936
197.7736836183618,9.691729464107455e-05,150.6545439940033,0.0001186610872161026,57.12702472481498
208.7611104860486,7.9280184700605e-05,114.883126204383,0.0001119141949929322,65.39673783014914
219.7485373537353,5.092920583215601e-05,88.91019426734417,0.00012361184454272,69.88291715639326
230.7359642214221,2.011720215220138e-05,91.55259736676267,0.0001258465992899033,70.49783150841124
241.7233910891089,2.297025798715711e-06,69.51352497761803,0.0001200008373658962,62.98583333622172
252.7108179567957,2.87167098980288e-05,127.002124122564,0.0001189379404341836,56.46975666586675
263.6982448244825,4.816116006615987e-05,133.4162105922293,0.0001095502261170743,57.17886858710193
274.6856716921692,5.246240383699886e-05,142.9742143923146,9.283823683841106e-05,68.50405478807055
285.673098559856,5.306128246936201e-05,149.6684781053934,6.753582377774872e-05,77.69622519302916
296.6605254275427,5.578812883220889e-05,177.7975311575128,3.49795561284503e-05,50.39472020343047
307.6479522952295,7.069269506100331e-05,30.5122679570894,3.465599789839536e-05,20.12433750678747
318.6353791629163,7.698677732649226e-05,50.33855621746985,3.748646501600494e-05,39.37622971058526
329.622806030603,6.106481332727476e-05,70.20998386815549,4.414824898425795e-05,48.9655094489565
340.6102328982898,2.881108137939837e-05,126.9741680842736,6.493188355681848e-05,69.11495033481461
351.5976597659766,6.888673060525092e-05,23.58760453185288,9.499230154707031e-05,87.83169579016408
362.5850866336634,0.0001199894641130174,32.92651985062562,8.030787559759046e-05,89.8559145592703
373.5725135013501,0.0001326978398499456,38.91120857327201,4.283643553101892e-05,88.12437813138199
384.5599403690369,0.0001009905584687501,44.66524410472373,3.205598108029855e-05,88.94143228313365
395.5473672367236,5.295857812584007e-05,66.40490696284255,3.909173625399939e-05,46.65036267098095
406.5347941044104,5.229582144594137e-05,134.7590291748791,6.02687801529301e-05,27.12645848070169
417.5222209720972,8.854397436803635e-05,179.7244488159026,8.811356768094276e-05,42.64623987814711
428.509647839784,0.0001144841965523344,19.3429294191076,0.0001085413516572443,50.29587399837112
439.4970747074707,9.606865400403442e-05,16.81536264462933,7.66402989254748e-05,50.27781254406329
450.4845015751575,6.118609650935175e-05,20.36806830086352,2.513697478470014e-05,72.27788444531335
461.4719284428443,3.48143266947677e-05,61.6658794602892,4.973868195037059e-05,33.76725907842101
472.459355310531,1.67911148508258e-05,73.2283510617127,0.0001107461216101618,53.30336466717353
483.4467821782178,3.203228264032536e-05,28.16918890295799,0.0001112292227155369,64.512297812749
494.4342090459045,5.800661886627266e-05,40.38731139947765,7.184486267083198e-05,65.58820298512535
505.4216359135913,6.870279285107805e-05,56.23403547767215,1.556144594420959e-05,50.32374157530504
516.4090627812781,6.81488611361952e-05,72.7646137938393,5.50574400970555e-05,44.97144973067669
527.3964896489649,5.529362487439582e-05,96.25906836556757,9.94932698670138e-05,47.21304061197625
538.3839165166517,5.402451625879595e-05,123.111259830157,8.586798419675716e-05,53.48086530272169
549.3713433843384,5.570188441883737e-05,129.1441293955608,2.974206304342634e-05,32.71400385806386
560.3587702520251,3.789230131428744e-05,110.5436771324318,2.988341899684763e-05,39.19797968703458
571.346197119712,3.857959490770027e-05,71.37564588986774,9.835792435212497e-05,7.238987375839709
582.3336239873987,5.442424171775342e-05,80.50206981608525,0.0001320095751547355,0.7642447749295188
593.3210508550854,4.614519736418794e-05,88.6225963314325,0.0001194562799463573,171.2848580751032
604.3084777227722,1.696212732499806e-05,123.6548266772661,0.0001055172070070801,160.1952920276056
615.295904590459,2.805638288276536e-05,20.24209700973823,6.942732395025575e-05,155.4272440034346
626.2833314581458,4.109260215738708e-05,53.28340724487435,3.647400646381249e-05,175.8724672444866
637.2707583258325,4.241946898260882e-05,88.39477776854085,6.365438786492101e-05,26.18443320619135
648.2581851935194,4.847245732220915e-05,132.6358043779,9.223975134367621e-05,33.10205768031876
659.2456120612061,4.897821927433819e-05,160.4126185219513,0.0001015367655198221,29.37391868366505
670.2330389288928,4.966086980671114e-05,24.0568294433804,0.0001068189787263479,15.69729750414327
681.2204657965796,5.142380551708728e-05,39.55077333761582,9.471977590157404e-05,14.38500213988723
692.2078926642664,4.458870264490796e-05,56.78064057727494,7.54548530327007e-05,13.58163034632144
703.1953195319531,4.891512155987433e-05,67.84432380560112,6.474618228995576e-05,176.6375004182504
714.1827463996399,3.248058735316287e-05,81.81535454008308,4.038296512830142e-05,178.4019453827264
725.1701732673267,2.672659912481372e-05,134.4488760917524,1.20690651997101e-05,25.58904575800321
736.1576001350135,3.216265328291353e-05,170.2524052857437,9.316722917966378e-06,140.6032414163599
747.1450270027002,3.313151959279763e-05,155.0660759782711,5.337388477769806e-05,142.7543518328917
758.1324538703869,5.060370518789466e-05,95.2539435058991,9.593663706439036e-05,147.1374048248076
769.1198807380738,6.922469082874459e-05,68.67399167619064,8.578520350654039e-05,156.0809892713581
780.1073076057605,6.089695350342846e-05,55.63164621666412,6.926026649501579e-05,0.6916501959043222
791.0947344734473,4.368492132329902e-05,42.98375307709471,8.992225268861039e-05,27.17434338815747
802.0821613411341,9.034118280639774e-06,175.3633887999507,0.0001104830427080148,45.45288630950647
813.0695882088208,5.384693665346902e-05,57.52142209911757,0.0001085004050088919,56.43274529256286
824.0570150765076,6.436396092403568e-05,55.75986617542097,9.490575597335584e-05,56.90705825528693
835.0444419441943,3.702309380035616e-05,33.36934877817316,7.121300624189049e-05,72.8132220943271
846.0318688118812,2.620106476981283e-05,178.5303232240356,6.921217481716099e-05,126.9997980526774
857.0192956795679,1.972780825196535e-05,83.06961345753507,8.610518163598272e-05,149.0940793247373
868.0067225472546,4.658516029889338e-05,38.16558700940467,8.543970416824678e-05,154.5057007464802
878.9941494149414,5.937823722026727e-05,32.9577187301995,8.292487047199347e-05,158.801376690633
889.9815762826282,6.399384988498442e-05,48.02767500425461,6.783827137227901e-05,156.1932059083464
900.969003150315,4.429252211911745e-05,54.8632505637114,4.86313406308106e-05,154.3641433633947
911.9564300180017,7.018057393013362e-06,65.0287123102177,5.441248837153572e-05,165.3510654940144
922.9438568856885,2.984398347899251e-05,88.59052028001373,9.958280256226386e-05,170.8320251829308
933.9312837533753,7.434378090227178e-05,95.95058011897071,0.000139337990904428,171.6917521323091
944.918710621062,0.0001012664300855185,93.98180714405483,0.000132234648792372,176.6541491581972
955.9061374887488,9.917222642141247e-05,85.78488615194023,0.0001025961220915555,8.851617410416935
966.8935643564356,8.05524127399714e-05,57.81001802064618,5.512443257624153e-05,18.43922451858979
977.8809912241223,8.66496617704258e-05,22.97163673160882,2.368731154043755e-05,134.8123587727755
988.8684180918091,9.807331222821635e-05,4.752441975778757,6.059385417184933e-05,153.1697792479511
999.8558449594959,8.300477685346123e-05,3.115167936946839,4.883902206431138e-05,160.0217411606692
1010.843271827183,5.992086854129953e-05,31.10661120558828,3.413312600334787e-05,173.1971397270163
1021.830698694869,6.20263950203859e-05,56.63995795690394,3.434492554403109e-05,141.2735273296139
1032.818125562556,6.232772243421877e-05,67.53469186692465,5.009183171286735e-05,112.975520491365
1043.805552430243,6.717126189511521e-05,64.50111132440639,6.394689222777239e-05,97.1115368014386
1054.79297929793,7.943060721405446e-05,43.53248589879237,6.429300595944323e-05,78.819149822051
1065.780406165617,7.278469827013597e-05,33.95503237216584,4.639527854228155e-05,59.02479382669429
1076.767833033303,4.615880414513141e-05,59.33103415422381,4.211882463864732e-05,55.75802543389837
1087.75525990099,2.494164755402927e-05,98.54222415387902,3.740919130001951e-05,51.86112582864691
1098.742686768677,3.886173096630243e-05,40.87015124548304,1.254520801121274e-05,64.70815719850216
1109.730113636364,8.192890884316104e-05,47.98175043529894,4.115483875070334e-05,130.4620840654885
1120.71754050405,8.113273351179867e-05,52.78226397346315,6.500275017568786e-05,131.5658168765274
1131.704967371737,7.443768867228129e-05,44.95147165850024,6.346732645799957e-05,143.2556201956243
1142.692394239424,8.430983465343138e-05,19.81218666637769,7.873317453680571e-05,156.3107417079775
1153.679821107111,8.644462750349887e-05,179.7612855185768,0.0001060785668099555,169.3006700638027
1164.667247974797,6.455648523733585e-05,172.9922867503012,0.0001350179570586053,176.6494280438689
1175.654674842484,1.198534833247153e-05,16.77919518754646,0.0001561003994297959,179.1918604463851
1186.642101710171,4.401095202869123e-05,162.8010268520447,0.0001671731948723487,5.059596200840778
1197.629528577858,6.362939574463334e-05,145.5628644075104,0.0001573171133061013,15.0401765991946
1208.616955445544,7.010334940647636e-05,116.2464843070781,0.0001162489564103571,31.9094679391494
1219.604382313231,8.033014493290368e-05,81.80063063423901,8.93693813092283e-05,59.63544416639838
1230.591809180918,9.087347437988782e-05,56.49352453127892,8.395021219802885e-05,81.6823518402435
1241.579236048605,6.600186708239947e-05,41.77816279419913,8.474451430474071e-05,113.3513108669357
1252.566662916292,4.03808535746599e-05,15.40868861814771,8.401509212051619e-05,134.469227642686
1263.554089783978,4.745459293597668e-05,148.0470164516557,4.753386532182465e-05,133.6469119378177
1274.541516651665,5.599648514678944e-05,133.5976339780239,4.14473025787717e-05,126.8088728311132
1285.528943519352,3.690180238770495e-05,154.7713226841949,5.751460860952627e-05,127.5528819734846
1296.516370387039,2.226366188384224e-05,0.4338282471638765,4.635535431724115e-05,108.1232380129919
1307.503797254725,1.302480150517853e-05,42.48936889567337,5.159053058230238e-05,106.8547037166902
1318.491224122412,2.332180229369442e-05,67.59570773971195,7.312982931683565e-05,120.3013593144551
1329.478650990099,2.315190677218807e-05,22.19602104700709,6.512610816910278e-05,112.5126042914715
1340.466077857786,3.552085130614367e-05,156.7284957171375,5.388169256056334e-05,93.71178582026751
1351.453504725472,3.854908549621938e-05,140.6889213459302,5.219766276953819e-05,93.29981562647492
1362.440931593159,4.342911804584477e-05,93.64676603346135,5.074272793892356e-05,105.7816201352298
1373.428358460846,5.72418348249504e-05,50.80576565571137,4.19146555630178e-05,104.3246475560253
1384.415785328533,5.300482332440894e-05,16.64011072405773,4.121997992085452e-05,109.1562208783854
1395.40321219622,3.081454878204537e-05,15.60919848710376,7.304269039702295e-05,129.317709721055
1406.390639063906,1.451903039839888e-05,2.056610301684801,9.240142079361828e-05,135.897240190419
1417.378065931593,6.446593385199194e-05,21.33172244541435,0.0001050123162218348,138.6038114726246
1428.36549279928,0.0001005060506584554,13.61146593765941,0.0001153600859271037,139.411652760078
1439.352919666966,0.000113363330592972,8.657428489250339,7.390092183304729e-05,131.794599665324
1450.340346534653,8.156832958638319e-05,6.155361115128779,4.662809229824379e-05,78.45358969074721
1461.32777340234,3.816056931286524e-05,5.619816451269424,8.307632821517768e-05,61.8749371316048
1472.315200270027,2.008468403422196e-05,25.19991140894752,0.0001041579273214103,71.1706213995209
1483.302627137714,1.958303613486393e-06,152.1156143271902,9.495130044956968e-05,85.22682413143062
1494.2900540054,3.550971771662398e-05,29.1944826858254,7.870455876535753e-05,112.3757966689465
1505.277480873087,5.539524123599638e-05,42.92215387932917,6.590649629250446e-05,163.3990738271038
1516.264907740774,7.219220460588738e-05,65.93235520912171,7.165420118565268e-05,37.46954389104345
1527.252334608461,8.932716101057413e-05,75.27006569058665,7.634376272781308e-05,72.01534946889308
1538.239761476148,8.436668728480247e-05,83.34966290556346,9.490550868769585e-05,86.94805670519115
1549.227188343834,6.799417121852861e-05,110.2224723978935,8.995181678360965e-05,85.54362419434062
1560.214615211521,6.093505145966267e-05,135.1967630653231,5.868857435227592e-05,71.64386750998445
1571.202042079208,6.785724574272475e-05,145.3649253548519,4.238918186284416e-05,44.88034816197757
1582.189468946895,8.339026574433666e-05,146.4528186366571,4.14732730105688e-05,162.7042358842288
1593.176895814581,7.770531680161725e-05,134.1863470766832,8.553124664306782e-05,130.2038282725347
1604.164322682268,9.218829512665791e-05,120.4298221278578,0.0001085632960255397,114.0873569613917
1615.151749549955,0.0001083554820095855,113.9229669746526,0.0001064172801510836,97.31955671484948
1626.139176417642,0.000103133072589231,102.8717113043248,8.024237476236529e-05,94.20907153569962
1637.126603285328,8.577756815738162e-05,107.6589109079033,4.029246278539497e-05,85.92149521796779
1648.114030153015,4.417362915434332e-05,127.4640087071154,1.73493969387021e-05,87.1226523488303
1659.101457020702,2.115736042867708e-05,73.17192110573104,4.255110088248615e-05,158.0140771651278
1670.088883888389,6.661962535733373e-05,88.16824291663184,8.288546883274734e-05,161.3529526150239
1681.076310756076,0.0001040883514964138,83.96453022933731,0.0001079946894010433,157.459795015803
1692.063737623762,0.0001319017948261888,81.46529602029665,0.0001006825044879839,145.3042553786685
1703.051164491449,0.0001324147046965693,70.65286486534718,7.268075434732065e-05,104.3824366441596
1714.038591359136,0.0001171795947723535,58.11716769051032,8.40246722591676e-05,66.57034340279694
1725.026018226823,0.0001055800552808795,63.28586659662651,9.266488439142689e-05,55.50128558079086
1736.013445094509,8.818364409318208e-05,65.69189542393455,7.989215281324687e-05,43.66208275607426
1747.000871962196,5.894549540534824e-05,62.44923880107116,4.101651050067812e-05,33.53404044321387
1757.988298829883,3.137452268951514e-05,97.93608770242994,7.82938534066325e-06,175.6413105526744
1768.97572569757,3.739871463127568e-05,125.124886859721,1.25302079331018e-05,138.4722998351307
1779.963152565256,2.496106276973455e-05,110.6594294735889,1.225296725806307e-05,51.96096259319302
1790.950579432943,2.457216571749642e-05,106.7449486648442,3.627649357186183e-05,98.4486662482213
1801.93800630063,6.076109967362533e-05,114.3392123312286,4.820555588388502e-05,104.7098696615515
1812.925433168317,8.865003026363459e-05,143.5043699017835,3.160956037382193e-05,126.7204371976999
1823.912860036003,0.0001377833083518237,148.1916150236995,2.491144410447463e-05,33.17495981353721
1834.90028690369,0.0001432210384904728,148.0462733377991,3.500481068716302e-05,67.82998035260083
1845.887713771377,0.000125415324195995,156.6848367691495,5.386444627210078e-05,81.95466556425202
1856.875140639064,0.0001289103123884362,167.5881754045178,7.584289353150494e-05,81.52893098422568
1867.862567506751,0.0001298232518874329,173.0032265740748,5.82871256192834e-05,83.63717533305726
1878.849994374437,0.0001206595126936526,4.56925368036033,4.400038965602955e-05,107.2113056527209
1889.837421242124,9.860262419357046e-05,2.736124819908524,5.825134915208551e-05,124.5327916912606
1900.824848109811,7.744985765484775e-05,168.7001207933869,7.883969866642148e-05,123.255650535068
1911.812274977498,6.462428524522196e-05,133.8297959766291,0.0001189438208811992,122.711862161968
1922.799701845184,6.954386099582044e-05,86.60407409031602,0.000154453308623896,116.5796623436071
1933.787128712871,9.994473230369468e-05,66.16315437669003,0.0001404168876628506,104.4453766803904
1944.774555580558,0.0001115973811696244,66.31614482555979,0.0001027336787809015,98.34203711324973
1955.761982448245,0.01018515074055264,76.57363875083128,0.002403601712434273,39.77263107183544
1966.749409315931,0.1482676302569792,76.68271557580192,0.03553610526273745,41.58732914394143
1977.736836183618,0.5059480810438187,76.70669410199959,0.1212408275229409,41.68518994286944
1988.724263051305,0.7688943019703846,76.72859074909971,0.1842377044657112,41.70070347303398
1999.711689918992,0.7997942021739787,76.74979250963308,0.1916747574046637,41.72334402377115
2010.699116786679,0.7745294910729493,76.76924633602144,0.1856235324689244,41.76960545837212
2021.686543654365,0.5258907315216312,76.78832574031676,0.1260378590107031,41.80932987100751
2032.673970522052,0.1625131953198513,76.79804205582532,0.03900584317725789,41.86015119314465
2043.661397389739,0.01244460903670911,76.60969555336636,0.003059341795637744,42.41194938624438
2054.648824257426,7.738488721988041e-05,24.8013642619968,3.835681068628451e-05,7.548265159689293
2065.636251125112,0.0001728182125984764,37.99816651578916,0.0001198775082632754,121.3660690115156
2076.623677992799,0.0002046672460039742,35.7247988879407,0.000153745609461141,108.5090991741944
2087.611104860486,0.0001784301579913513,28.99376540108269,0.000146448624361289,94.46392747875998
2098.598531728172,0.0001432160778766809,16.51831375113214,0.000131773144550954,93.07928247342147
2109.58595859586,7.665119064665827e-05,149.1980090540273,7.962193215434964e-05,96.68386592214519
2120.573385463546,7.38698664354259e-05,79.56287012827084,3.462671469477399e-05,102.0862028298592
2131.560812331233,8.770675473421774e-05,41.52241666593441,3.070294660306572e-05,91.40456204960114
2142.54823919892,9.747835822724491e-05,2.901290584843615,3.307091809021035e-05,79.45025252107081
2153.535666066607,0.0001088187510434345,161.7732809101483,1.952791433694831e-05,101.3762645009413
2164.523092934293,0.0001109455697974926,157.7544254119594,4.226851235544096e-05,165.5630227891234
2175.51051980198,9.619162376595401e-05,161.96782592427,8.879072599978984e-05,170.8280506288437
2186.497946669667,3.70737896818081e-05,174.6913635586138,0.0001166915181441073,178.3767273643503
2197.485373537354,1.942027791838085e-05,117.2153957785813,9.979513145291372e-05,2.399307846058446
2208.47280040504,2.121243132278715e-05,165.709180146024,4.518912739034596e-05,163.6737070230151
2219.460227272727,3.176977674533975e-05,178.6535387448787,1.946256833946603e-05,55.55075296535674
2230.447654140414,3.669206961454795e-05,9.714300071987314,4.150190657455141e-05,162.1440181623117
2241.4350810081,2.984546730442067e-05,49.41551603933927,6.723954352255124e-05,157.0101178607571
2252.422507875787,4.05365481011967e-05,81.8560892978291,8.272938430784538e-05,163.1588052169659
2263.409934743474,5.350924075894623e-05,79.41926729279508,9.943041850698109e-05,152.7906480437141
2274.397361611161,5.176993626074176e-05,90.23209207323991,0.0001195980245287324,148.8531468941258
2285.384788478848,4.267398359032665e-05,131.5368118540107,0.0001155025401646619,159.4593796772833
2296.372215346535,5.037311281726197e-05,134.4009126706646,9.655654124736656e-05,168.933760447967
2307.359642214221,7.099215763870481e-05,102.7337211491475,6.127944184024547e-05,162.7060519778366
2318.347069081908,8.420328158254703e-05,93.05922954341233,1.676620402736579e-05,48.69220232998591
2329.334495949595,8.381071413778238e-05,80.26325512523742,9.132849302712039e-05,1.587344209239618
2340.321922817282,0.0001026949682477307,42.25638478634804,0.0001529249961791725,6.22076049534721
2351.309349684968,9.852483217412612e-05,15.09194576564488,0.0001800883512956517,7.875030739123592
2362.296776552655,4.962917491400428e-05,165.8400925162896,0.0001609274845428677,9.996735947717143
2373.284203420342,2.095691898063915e-05,140.3201020626705,0.0001203886632119842,25.18331564447087
2384.271630288029,2.635770566998216e-05,163.1802643830507,9.878556018439981e-05,44.30681474336851
2395.259057155715,7.716307371766741e-05,164.2986574915089,0.0001033079759175818,51.7132208275159
2406.246484023402,7.703100084728959e-05,161.9411462423469,0.0001185518814162144,40.02098392537749
2417.233910891089,6.268230766313075e-05,155.6166162499267,0.0001227653377663549,26.38614184115733
2428.221337758776,6.568728542606902e-05,146.2518655702452,9.941759445454455e-05,27.12167949629628
2439.208764626463,8.236705429071674e-05,138.4992093911745,6.199948594175905e-05,32.61454561813509
2450.196191494149,0.0001100923712115853,130.0714120738832,1.52859942958338e-05,7.442215034843434
2461.183618361836,0.0001339053002645606,121.9576803808851,4.25896321437029e-05,79.45053535391256
2472.171045229523,0.0001470170560671495,124.3659204824265,9.888440706504539e-05,78.20662414612525
2483.15847209721,0.0001616058469584058,131.4148741795469,0.0001637560874942725,83.13522700779858
2494.145898964896,0.0001607341975601739,138.2896312822558,0.0001889894157964746,93.25904528572228
2505.133325832583,0.0001484760617782845,145.1989083279359,0.000150991249570201,102.5883148826323
2516.12075270027,0.0001265093719493119,139.7655032020247,8.558683460891825e-05,113.9162195834209
2527.108179567957,9.880704408680593e-05,119.4637202226288,4.163590971821871e-05,1.10005598763492
2538.095606435643,8.642783815975664e-05,102.9382648184709,7.788937389084664e-05,50.65481432585487
2549.08303330333,7.724665869427007e-05,114.6517306973544,7.947351974168197e-05,57.41609363790671
2560.070460171017,7.800981966378496e-05,139.8187426784763,5.203236833639018e-05,51.53339448284573
2571.057887038703,5.747557066540784e-05,165.4169861380311,3.052800050533688e-05,1.882838217250368
2582.045313906391,4.635585347334319e-05,26.43709934903574,4.277116362317771e-05,134.1274465319239
2593.032740774077,4.447975831959727e-05,22.13851423411625,4.014915775001247e-05,130.1704626853762
2604.020167641764,3.819307625578502e-05,8.092670887430685,4.160242374384543e-05,150.8831774620812
2615.007594509451,5.077913537351499e-05,165.3315285188232,5.543495936653542e-05,168.0563186283871
2625.995021377138,9.577490009025081e-05,149.9111627405442,4.739183370675364e-05,171.0401715093876
2636.982448244824,0.0001107387143741108,153.4039544157571,2.442149073950148e-05,141.6619161986133
2647.969875112511,9.669682480864018e-05,154.3635156803917,2.825417942755236e-05,43.09187406563089
2658.957301980198,9.060264660472064e-05,136.1840527518551,7.378873790167559e-05,13.1327040114442
2669.944728847885,8.688112729669139e-05,121.5957022495428,9.974617096845104e-05,4.251484762554479
2680.932155715571,7.023420154868236e-05,112.0434284796445,9.835801780904132e-05,175.923212000672
2691.919582583258,5.099365070142655e-05,82.25684571107125,0.0001054916584074778,173.4179898175642
2702.907009450945,4.338855024316816e-05,29.74949992337137,0.0001080849684621618,177.6124629984084
2713.894436318632,4.980147080559316e-05,156.7171313237726,8.767090412882218e-05,3.184495171441254
2724.881863186318,6.108389868929328e-05,131.6260852521797,4.981846210966996e-05,12.29825950654044
2735.869290054005,5.355784293082941e-05,132.625624955755,1.950849165481536e-05,132.0975079687569
2746.856716921692,3.879703422801739e-05,126.5276830003881,6.050360894062398e-05,171.0650412270255
2757.844143789379,3.838513479399217e-05,73.51131792475596,7.892698496476387e-05,9.318224176922518
2768.831570657066,3.701417203139988e-05,55.22564849224447,0.0001046045919845336,14.26760658536356
2779.818997524752,1.513536098563457e-05,34.65650224434197,0.0001196550461330506,13.24452113056252
2790.806424392439,5.389628751720517e-05,2.464499462869281,0.0001438721311496142,17.2836522258312
2801.793851260126,0.0001026829269477058,3.240519787139782,0.0001704219095734697,14.59810369136187
2812.781278127813,0.0001059756780867198,5.131491459507207,0.0001392149215539466,11.70344437597181
2823.768704995499,0.0001145413490510133,22.13470567840209,8.027244901121557e-05,13.59635736873513
2834.756131863186,0.0001205324750221293,41.7578750939636,2.691600958590761e-05,8.318925103402265
2845.743558730873,9.197040800527476e-05,70.82696309894706,3.736415694057912e-05,4.082154238000799
2856.73098559856,7.48887514649979e-05,96.4762458568579,7.78500392349221e-05,173.6534395913303
2867.718412466246,4.516201710497577e-05,83.47930616591033,7.55533061548507e-05,157.8884424475861
2878.705839333933,3.609793631443101e-05,21.3175870226052,7.15010062375017e-05,149.8705821448199
2889.69326620162,6.198438373388505e-05,162.6029218394212,8.199148033889536e-05,153.5929875637171
2900.680693069307,8.024434579536298e-05,146.6921046598342,7.622765150865852e-05,138.3442434539925
2911.668119936994,5.578082385607383e-05,153.4013615270175,4.949675386226854e-05,116.4726444916044
2922.65554680468,4.717208592942033e-05,176.7222667688119,3.049612835811098e-05,148.2373789688065
2933.642973672367,5.700654592632193e-05,175.2873524783945,2.291226486356178e-05,0.3927713706272293
2944.630400540054,4.490616346242374e-05,7.597704274452013,2.220930788644868e-05,116.3572101297089
2955.617827407741,1.561354425246503e-05,170.3715246015092,4.18212621058132e-05,110.283214570879
2966.605254275427,4.325859185780401e-05,50.26944004997512,3.592202866785537e-05,96.24781019201149
